"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
21701,"Tergiversation","TERGIVERSATION",6,,,,
21702,"Sweet Mama","SWEET MAMA",6,,,,
21703,"Come Let Me Love You By The Sea","COME LET ME LOVE YOU BY THE SEA",6,,,,
21704,"Brown Sugar","BROWN SUGAR",6,,,,
21705,"Spellbound","SPELLBOUND",6,,,,
21706,"Sojourn","SOJOURN",6,,,,
21707,"What Other One","WHAT OTHER ONE",6,,,,
21708,"Snuck In","SNUCK IN",6,,,,
21709,"Multidirection","MULTIDIRECTION",6,,,,
21710,"Gravity Point","GRAVITY POINT",6,,,,
21711,"Blues For 007","BLUES FOR 007",1,,,,
21712,"Buster Brown","BUSTER BROWN",6,,,,
21713,"Common Touch","COMMON TOUCH",6,,,,
21714,"Living Through It All","LIVING THROUGH IT ALL",6,,,,
21715,"Boogaloo","BOOGALOO",6,,,,
21716,"Blowin' In The Wind","BLOWIN IN THE WIND",6,,,,
21717,"Let's Go Get Stoned","LETS GO GET STONED",6,,,,
21718,"Something You Got","SOMETHING YOU GOT",6,,,,
21719,"Elegant Soul","ELEGANT SOUL",6,,,,
21720,"Do It Right Now","DO IT RIGHT NOW",6,,,,
21721,"The Look Of Slim","LOOK OF SLIM",6,,,,
21722,"Walls Of Respect","WALLS OF RESPECT",6,,,,
21723,"Black Gold","BLACK GOLD",6,,,,
21724,"African Sweets","AFRICAN SWEETS",6,,,,
21725,"Sugar Hill","SUGAR HILL",6,,,,
21726,"Harper Valley P.T.A.","HARPER VALLEY PTA",6,,,,
21727,"Snake Bone","SNAKE BONE",6,,,,
21728,"Brother Soul","BROTHER SOUL",6,,,,
21729,"Say It Loud, I'm Black And I'm Proud","SAY IT LOUD IM BLACK AND IM PROUD",6,,,,
21730,"It's Your Thing","ITS YOUR THING",6,,,,
21731,"Turtle Walk","TURTLE WALK",6,,,,
21732,"Who's Making Love","WHOS MAKING LOVE",6,,,,
21733,"Hot Dog","HOT DOG",6,,,,
21734,"Soul Symphony","SOUL SYMPHONY",6,,,,
21735,"Repeat After Me","REPEAT AFTER ME",6,,,,
21736,"Upper Four Hundred","UPPER FOUR HUNDRED",6,,,,
21737,"Popsicle Pimp","POPSICLE PIMP",6,,,,
21738,"Black Sugar","BLACK SUGAR",6,,,,
21739,"Greetings To Idris","GREETINGS TO IDRIS",6,,,,
21740,"Doktor Pitt","DOKTOR PITT",6,,,,
21741,"Kazuko (Peace Child)","KAZUKO PEACE CHILD",6,,,,
21742,"Soledad","SOLEDAD",6,,,,
21743,"You've Got To Have Freedom","YOUVE GOT TO HAVE FREEDOM",6,,,,
21744,"Think About The One","THINK ABOUT THE ONE",6,,,,
21745,"Bedria","BEDRIA",6,,,,
21746,"Yemenja","YEMENJA",6,,,,
21747,"As Always","AS ALWAYS",6,,,,
21748,"A Moody Time","MOODY TIME",6,,,,
21749,"Nighty-Nite","NIGHTY-NITE",6,,,,
21750,"Michiyo","MICHIYO",6,,,,
21751,"Nocturnal","NOCTURNAL",6,,,,
21752,"Natural Selection","NATURAL SELECTION",6,,,,
21753,"Amethyst Suite","AMETHYST SUITE",6,,,,
21754,"Fahamivu","FAHAMIVU",6,,,,
21755,"Night Tide","NIGHT TIDE",6,,,,
21756,"Sad March","SAD MARCH",6,,,,
21757,"Stellia","STELLIA",6,,,,
21758,"That's Good","THATS GOOD",6,,,,
21759,"Hip Trolley","HIP TROLLEY",6,,,,
21760,"Suearl","SUEARL",6,,,,
21761,"Business Meetin'","BUSINESS MEETIN",6,,,,
21762,"Brass Bag","BRASS BAG",6,,,,
21763,"Bluer Than That","BLUER THAN THAT",1,,,,
21764,"Lope In","LOPE IN",6,,,,
21765,"Toddler","TODDLER",6,,,,
21766,"Yvette","YVETTE",6,,,,
21767,"Huskey","HUSKEY",6,,,,
21768,"Injun Jo","INJUN JO",6,,,,
21769,"Antler Rock","ANTLER ROCK",6,,,,
21770,"The Iguana's Ritual","IGUANAS RITUAL",6,,,,
21771,"Lookout Farm","LOOKOUT FARM",6,,,,
21772,"Pablo's Story","PABLOS STORY",6,,,,
21773,"Mitsuku","MITSUKU",6,,,,
21774,"The Code's Secret Code","CODES SECRET CODE",6,,,,
21775,"Invocation","INVOCATION",6,,,,
21776,"Leaving","LEAVING",6,,,,
21777,"Elm","ELM",6,,,,
21778,"The Hollow Men","HOLLOW MEN",6,,,,
21779,"Redemption","REDEMPTION",6,,,,
21780,"Pendulum","PENDULUM",6,,,,
21781,"Sweet And Slow","SWEET AND SLOW",6,,,,
21782,"Bweebida Bobbida","BWEEBIDA BOBBIDA",6,,,,
21783,"I Know, Don't Know How","I KNOW DONT KNOW HOW",6,,,,
21784,"Apple Core","APPLE CORE",6,,,,
21785,"Chuggin'","CHUGGIN",6,,,,
21786,"Let My People Be","LET MY PEOPLE BE",6,,,,
21787,"Lady Chatterley's Mother","LADY CHATTERLEYS MOTHER",6,"aka Mother's Day",,,
21788,"Black Nightgown","BLACK NIGHTGOWN",6,,,,
21789,"Barbara's Theme","BARBARAS THEME",6,,,,
21790,"Theme From \I Want To Live\""""","THEME FROM I WANT TO LIVE",6,,,,
21791,"Summer's Over","SUMMERS OVER",6,,,,
21792,"Chant","CHANT",6,,,,
21793,"Bridgehampton Strut","BRIDGEHAMPTON STRUT",6,,,,
21794,"Big City Life","BIG CITY LIFE",6,,,,
21795,"Marmaduke","MARMADUKE",6,,,,
21796,"Nick Who's Blues","NICK WHOS BLUES",6,,,,
21797,"Busy B's","BUSY BS",6,,,,
21798,"Blue Gnu's Blues","BLUE GNUS BLUES",6,,,,
21799,"Zone Two","ZONE TWO",6,,,,
21800,"Bambu","BAMBU",6,,,,
21801,"Blues For K. D.","BLUES FOR K D",1,,,,
21802,"Seconds, Anyone","SECONDS ANYONE",6,,,,
21803,"A Few Bars For Basie","FEW BARS FOR BASIE",6,,,,
21804,"No Matter What","NO MATTER WHAT",6,,,,
21805,"No Matter What","NO MATTER WHAT",6,,,,
21806,"Salima's Dance","SALIMAS DANCE",6,,,,
21807,"Thew's Blues","THEWS BLUES",6,,,,
21809,"Ballad For Gabe Wells","BALLAD FOR GABE WELLS",6,,,,
21810,"Sad Sam","SAD SAM",6,,,,
21811,"Hyde Park After Dark","HYDE PARK AFTER DARK",6,,,,
21812,"Dr. Chicago","DR CHICAGO",6,,,,
21813,"Zombie","ZOMBIE",6,,,,
21814,"Ichi-Ban (Number One)","ICHI-BAN NUMBER ONE",6,,,,
21815,"Legacy","LEGACY",6,,,,
21816,"Four For Nothing","FOUR FOR NOTHING",6,,,,
21817,"Mean Old Amtrak","MEAN OLD AMTRAK",6,,,,
21818,"Funky Carnival","FUNKY CARNIVAL",6,,,,
21819,"Truckin'","TRUCKIN",6,,,,
21820,"It Was Almost Like A Song","IT WAS ALMOST LIKE A SONG",6,,,,
21821,"Nobody Home","NOBODY HOME",6,,,,
21822,"Wisteria","WISTERIA",6,,,,
21823,"Raise A Ruckus","RAISE A RUCKUS",6,,,,
21824,"Ain't Nothin' New","AINT NOTHIN NEW",6,,,,
21825,"Cheatin' On Me","CHEATIN ON ME",6,,,,
21826,"Blues For Lizette","BLUES FOR LIZETTE",1,,,,
21827,"Keep On Pushin'","KEEP ON PUSHIN",6,,,,
21828,"Blues In F","BLUES IN F",1,,,,
21829,"Fontainebleau","FONTAINEBLEAU",6,,,,
21831,"Bamoun Beauty","BAMOUN BEAUTY",6,"rec. by Jimmy Gourley 1986",,,
21832,"Barfly","BARFLY",6,,,,
21833,"Room Service Blues","ROOM SERVICE BLUES",6,,,,
21834,"Wait And See","WAIT AND SEE",6,,,,
21835,"No Trump","NO TRUMP",6,,,,
21836,"Trane's Strain","TRANES STRAIN",6,,,,
21837,"Ne Quittez Pas","NE QUITTEZ PAS",6,,,,
21838,"Showcase","SHOWCASE",6,,,,
21839,"One Down","ONE DOWN",6,,,,
21840,"One Down","ONE DOWN",6,,,,
21841,"One Down","ONE DOWN",6,,,,
21842,"One Down","ONE DOWN",6,,,,
21843,"Something For Kenny","SOMETHING FOR KENNY",6,,,,
21844,"On The Real Side","ON THE REAL SIDE",6,,,,
21845,"Oh, Look At Me Now","OH LOOK AT ME NOW",6,,,,
21846,"For The Moment","FOR THE MOMENT",6,,,,
21847,"Save Some For Later","SAVE SOME FOR LATER",6,,,,
21848,"One More Blues","ONE MORE BLUES",6,,,,
21849,"Looking Glass","LOOKING GLASS",6,,,,
21850,"7-9-3-4-0","7-9-3-4-0",6,,,,
21851,"Chico The Man","CHICO THE MAN",6,,,,
21852,"Bean And The Boys","BEAN AND THE BOYS",6,,,,
21853,"Bubbles Blues","BUBBLES BLUES",6,,,,
21854,"Belittling Me","BELITTLING ME",6,,,,
21855,"Somebody's Gonna Make You Fall","SOMEBODYS GONNA MAKE YOU FALL",6,,,,
21856,"Blues For The Midgets","BLUES FOR THE MIDGETS",1,"rec. by Flip Phillips 1952",,,
21857,"Howlin' For Judy","HOWLIN FOR JUDY",6,"rec. by Jeremy Steig 1970",,,
21858,"Permutations","PERMUTATIONS",6,"rec. by Jeremy Steig 1970",,,
21859,"Alias","ALIAS",6,"rec. by Jeremy Steig 1970",,,
21860,"Hot Head","HOT HEAD",6,"rec. by Jeremy Steig 1970",,,
21861,"Piece Of Freedom","PIECE OF FREEDOM",6,"rec. by Jeremy Steig 1970",,,
21862,"3-6-9","3-6-9",6,"rec. by Blue Mitchell 1969",,,
21863,"Oblighetto","OBLIGHETTO",6,,,,
21864,"Flat Backin'","FLAT BACKIN",6,,,,
21865,"Moon Rappin'","MOON RAPPIN",6,,,,
21866,"Made In Sweden","MADE IN SWEDEN",6,,,,
21867,"Loose Foot","LOOSE FOOT",6,,,,
21868,"Rebecca Is Eighteen","REBECCA IS EIGHTEEN",6,,,,
21869,"Impressions Of Sounds For Piano And Band","IMPRESSIONS OF SOUNDS FOR PIANO AND BAND",6,,,,
21870,"Sazo","SAZO",6,,,,
21871,"Close Up","CLOSE UP",6,,,,
21872,"Together - Not Alone","TOGETHER - NOT ALONE",6,,,,
21873,"A Path Through Haze","PATH THROUGH HAZE",6,,,,
21874,"Prayer Song","PRAYER SONG",6,,,,
21875,"Soul Mates","SOUL MATES",6,,,,
21876,"Soft Shoulder","SOFT SHOULDER",6,,,,
21877,"I'm Never Happy","IM NEVER HAPPY",6,,,,
21878,"DiDa","DIDA",6,,,,
21879,"Bittersweet","BITTERSWEET",6,,,,
21880,"Bird's Nest","BIRDS NEST",6,,,,
21881,"Look Stop And Listen","LOOK STOP AND LISTEN",6,,,,
21882,"Where Have I Known You Before","WHERE HAVE I KNOWN YOU BEFORE",6,,,,
21883,"Where Have I Danced With You Before","WHERE HAVE I DANCED WITH YOU BEFORE",6,,,,
21884,"Where Have I Loved You Before","WHERE HAVE I LOVED YOU BEFORE",6,,,,
21885,"Honey","HONEY",6,,,,
21886,"Raw Meat","RAW MEAT",6,,,,
21887,"The Lady In The Corner","LADY IN THE CORNER",6,,,,
21888,"It's All So New To Me","ITS ALL SO NEW TO ME",6,,,,
21889,"Barcelona Goodbye","BARCELONA GOODBYE",6,,,,
21890,"My River Home","MY RIVER HOME",6,,,,
21891,"Tell The Truth","TELL THE TRUTH",6,,,,
21892,"Lonesome Melody","LONESOME MELODY",6,,,,
21893,"Christmas Cha Cha","CHRISTMAS CHA CHA",6,,,,
21894,"A Mile A Minute","MILE A MINUTE",6,,,,
21895,"Oh Moon","OH MOON",6,,,,
21896,"Happy Little Farmer","HAPPY LITTLE FARMER",6,,,,
21897,"Eyes As Blue As The Skies","EYES AS BLUE AS THE SKIES",6,,,,
21898,"Did You Mean What You Said","DID YOU MEAN WHAT YOU SAID",6,,,,
21899,"Half A Mile Away From Home","HALF A MILE AWAY FROM HOME",6,,,,
21900,"Rose Of The Snowland","ROSE OF THE SNOWLAND",6,,,,
21901,"Running Away From Everyone","RUNNING AWAY FROM EVERYONE",6,,,,
21902,"Stay Out Of My Dreams","STAY OUT OF MY DREAMS",6,,,,
21903,"By A Rippling Stream Waiting For You","BY A RIPPLING STREAM WAITING FOR YOU",6,,,,
21904,"Hats Off, Here Comes A Lady","HATS OFF HERE COMES A LADY",6,,,,
21905,"The Lady I Love","LADY I LOVE",6,,,,
21906,"Wedding Waltz","WEDDING WALTZ",6,,,,
21907,"Blue Mambo","BLUE MAMBO",6,,,,
21908,"Cool Mambo","COOL MAMBO",6,,,,
21909,"Sonny Sounds","SONNY SOUNDS",6,,,,
21910,"Stitt's It","STITTS IT",6,,,,
21911,"Beezy","BEEZY",6,,,,
21912,"Ammons Boogie","AMMONS BOOGIE",6,,,,
21913,"Wasted","WASTED",6,,,,
21914,"Where Did My Baby Go","WHERE DID MY BABY GO",6,,,,
21915,"You Don't Understand Me","YOU DONT UNDERSTAND ME",6,,,,
21916,"I Need Someone","I NEED SOMEONE",6,,,,
21917,"My Guardian Angel","MY GUARDIAN ANGEL",6,,,,
21918,"Shimmy Shimmy","SHIMMY SHIMMY",6,,,,
21919,"Happy Am I","HAPPY AM I",6,,,,
21920,"Biscuit Mix","BISCUIT MIX",6,,,,
21921,"Answering Service","ANSWERING SERVICE",6,,,,
21922,"Blue Spring","BLUE SPRING",6,,,,
21923,"Poetic Spring","POETIC SPRING",6,,,,
21924,"Moon-a-tic","MOON-A-TIC",6,,,,
21925,"Spellbound","SPELLBOUND",6,,,,
21926,"Hot Water","HOT WATER",6,,,,
21927,"Ko-Kee [see Blues For Kokee]","KO-KEE SEE BLUES FOR KOKEE",6,,,,
21928,"Blue Sonny","BLUE SONNY",6,,,,
21929,"Blues For Donna","BLUES FOR DONNA",1,,,,
21930,"Breezing","BREEZING",6,,,,
21931,"Brother B","BROTHER B",6,,,,
21932,"Ditty","DITTY",6,,,,
21933,"Dodge City","DODGE CITY",6,,,,
21934,"Images","IMAGES",6,,,,
21935,"Love Song","LOVE SONG",6,,,,
21936,"The New Blues","NEW BLUES",6,,,,
21937,"The Rhythm Thing","RHYTHM THING",6,,,,
21938,"Rodan","RODAN",6,,,,
21939,"Super-20","SUPER-20",6,,,,
21940,"Tears","TEARS",6,,,,
21941,"'Teef","TEEF",6,,,,
21942,"The Mode","MODE",6,,,,
21943,"Turquoise","TURQUOISE",6,,,,
21944,"Dingbat Blues","DINGBAT BLUES",6,,,,
21945,"Tiger Lily","TIGER LILY",6,,,,
21946,"Silver City","SILVER CITY",6,,,,
21947,"Silver City Bound","SILVER CITY BOUND",6,,,,
21948,"Hey Wado","HEY WADO",6,,,,
21949,"Mean Greens","MEAN GREENS",6,,,,
21950,"Yeah Yeah Yeah","YEAH YEAH YEAH",6,,,,
21951,"Recess","RECESS",6,,,,
21952,"Without You","WITHOUT YOU",6,,,,
21953,"Whalepool","WHALEPOOL",6,,,,
21954,"Novamo","NOVAMO",6,,,,
21955,"Mamacita Lisa","MAMACITA LISA",6,,,,
21956,"Vacant Chair","VACANT CHAIR",6,,,,
21957,"Ain't It Funny","AINT IT FUNNY",6,,,,
21958,"Back Alley Blues","BACK ALLEY BLUES",6,,,,
21959,"Afraid Of Love","AFRAID OF LOVE",6,,,,
21960,"The Cellar Dweller","CELLAR DWELLER",6,,,,
21961,"Going Home","GOING HOME",6,,,,
21962,"Moving In","MOVING IN",6,,,,
21963,"It's All Right","ITS ALL RIGHT",6,,,,
21964,"Wheelin' And Dealin'","WHEELIN AND DEALIN",6,,,,
21965,"Short Stuff","SHORT STUFF",6,,,,
21966,"Head And Shoulders","HEAD AND SHOULDERS",6,,,,
21967,"Higgins Holler","HIGGINS HOLLER",6,,,,
21968,"Jake's Milkshakes","JAKES MILKSHAKES",6,,,,
21969,"Ojos De Rojo","OJOS DE ROJO",6,,,,
21970,"Spectrum","SPECTRUM",6,,,,
21971,"The Electric Boogaloo Song","ELECTRIC BOOGALOO SONG",6,,,,
21972,"Turquoise Twice","TURQUOISE TWICE",6,,,,
21973,"Sabbatical","SABBATICAL",6,,,,
21974,"Sundown Express","SUNDOWN EXPRESS",6,,,,
21975,"Rhode Island Red","RHODE ISLAND RED",6,,,,
21976,"Lonely Cathedral","LONELY CATHEDRAL",6,,,,
21977,"Beyond Mobius","BEYOND MOBIUS",6,,,,
21978,"The Girl With Discotheque Eyes","GIRL WITH DISCOTHEQUE EYES",6,,,,
21979,"Firm Roots","FIRM ROOTS",6,,,,
21980,"Iron Clad","IRON CLAD",6,,,,
21981,"Jacob's Ladder","JACOBS LADDER",6,,,,
21982,"I'll Let You Know","ILL LET YOU KNOW",6,,,,
21983,"Clockwise","CLOCKWISE",6,,,,
21984,"Bremond's Blues","BREMONDS BLUES",6,,,,
21985,"Glory D","GLORY D",6,,,,
21986,"Rubber Man","RUBBER MAN",6,,,,
21987,"Maybeck Blues","MAYBECK BLUES",6,,,,
21988,"Voices Deep Within Me","VOICES DEEP WITHIN ME",6,,,,
21989,"March Of The Fishman","MARCH OF THE FISHMAN",6,,,,
21990,"Fiesta Española","FIESTA ESPAÑOLA",6,,,,
21991,"Cedar's Blues","CEDARS BLUES",6,,,,
21992,"The Early Generation","EARLY GENERATION",6,,,,
21993,"Blue Odyssey","BLUE ODYSSEY",6,,,,
21994,"Quiet Dawn","QUIET DAWN",6,,,,
21995,"Neenah","NEENAH",6,,,,
21996,"Quiet Sip","QUIET SIP",6,,,,
21997,"Mad Thad","MAD THAD",6,,,,
21998,"Jumping For Jane","JUMPING FOR JANE",6,,,,
21999,"Strange Blues","STRANGE BLUES",6,,,,
22000,"Outburst","OUTBURST",6,,,,
22001,"McLean's Scene","MCLEANS SCENE",6,,,,
22002,"Kerplunk","KERPLUNK",6,,,,
22003,"Lorraine","LORRAINE",6,,,,
22004,"Lights Out","LIGHTS OUT",6,,,,
22005,"Up","UP",6,,,,
22007,"Abstraction","ABSTRACTION",6,,,,
22008,"Sweet Doll","SWEET DOLL",6,,,,
22009,"Windy City","WINDY CITY",6,,,,
22010,"Pondering","PONDERING",6,,,,
22011,"Mambo With Moody","MAMBO WITH MOODY",6,,,,
22012,"Jack Raggs","JACK RAGGS",6,,,,
22013,"That Man O' Mine","THAT MAN O MINE",6,,,,
22014,"I'm Gone","IM GONE",6,,,,
22015,"Moody's Mood For Blues","MOODYS MOOD FOR BLUES",6,,,,
22016,"I Got The Blues [lyric version of Lester Leaps In]","I GOT THE BLUES LYRIC VERSION OF LESTER LEAPS IN",6,,,,
22017,"Faster James","FASTER JAMES",6,,,,
22018,"Funky London","FUNKY LONDON",6,,,,
22019,"Goodbye Sweet Pops","GOODBYE SWEET POPS",6,,,,
22020,"Things Have Got To Change","THINGS HAVE GOT TO CHANGE",6,,,,
22021,"Dr. King, The Peaceful Warrior","DR KING THE PEACEFUL WARRIOR",6,,,,
22022,"Trinidad","TRINIDAD",6,,,,
22023,"Lady Charlotte","LADY CHARLOTTE",6,,,,
22024,"Blues To Coltrane","BLUES TO COLTRANE",1,,,,
22025,"The Damned Don't Cry","DAMNED DONT CRY",6,,,,
22026,"Lookin' For Someone To Love","LOOKIN FOR SOMEONE TO LOVE",6,,,,
22027,"Dead Heat","DEAD HEAT",6,,,,
22028,"Blue Duke","BLUE DUKE",6,,,,
22029,"This Way","THIS WAY",6,,,,
22030,"Black Cherry Fritters","BLACK CHERRY FRITTERS",6,,,,
22031,"Nothing But Soul","NOTHING BUT SOUL",6,,,,
22032,"Altology","ALTOLOGY",6,,,,
22033,"Lazy Like","LAZY LIKE",6,,,,
22034,"Creme De Funk","CREME DE FUNK",6,,,,
22035,"A Night At St. Nick's","NIGHT AT ST NICKS",6,,,,
22036,"Last Fling","LAST FLING",6,,,,
22037,"Sugan","SUGAN",6,,,,
22038,"Green Pines","GREEN PINES",6,,,,
22039,"Pedal Eyes","PEDAL EYES",6,,,,
22040,"No More Nights","NO MORE NIGHTS",6,,,,
22041,"Interim","INTERIM",6,,,,
22042,"Kinda Kanonic","KINDA KANONIC",6,,,,
22043,"Staggers","STAGGERS",6,,,,
22044,"Kokochee","KOKOCHEE",6,,,,
22045,"Strollin' With Pam","STROLLIN WITH PAM",6,,,,
22046,"Woodlore","WOODLORE",6,,,,
22047,"Falling In Love All Over Again","FALLING IN LOVE ALL OVER AGAIN",6,,,,
22048,"Robin's Bobbin'","ROBINS BOBBIN",6,,,,
22049,"Rain Go Away","RAIN GO AWAY",6,,,,
22050,"Round Trip","ROUND TRIP",6,,,,
22051,"Quill","QUILL",6,,,,
22052,"The Rev And I","REV AND I",6,,,,
22053,"Sacre Coeur","SACRE COEUR",6,,,,
22054,"Horseshoe Curve","HORSESHOE CURVE",6,,,,
22055,"Pot Pie","POT PIE",6,,,,
22056,"Toos Bloos","TOOS BLOOS",6,,,,
22057,"Sea Beach","SEA BEACH",6,,,,
22058,"Cobblestones","COBBLESTONES",6,,,,
22059,"Open Door","OPEN DOOR",6,,,,
22060,"Jammin' With Gene","JAMMIN WITH GENE",6,,,,
22061,"Minor Disturbance","MINOR DISTURBANCE",6,,,,
22062,"Alternating Current","ALTERNATING CURRENT",6,,,,
22063,"Message From The Border","MESSAGE FROM THE BORDER",6,,,,
22064,"Xlento","XLENTO",6,,,,
22065,"The Latest [see A Peck A Sec]","LATEST SEE A PECK A SEC",6,,,,
22066,"Pint Size","PINT SIZE",6,,,,
22067,"King Size","KING SIZE",6,,,,
22068,"Funky","FUNKY",6,,,,
22069,"The Happy Blues","HAPPY BLUES",6,,,,
22070,"Madhouse","MADHOUSE",6,,,,
22071,"drum solo","DRUM SOLO",6,,,,
22072,"The Twister","TWISTER",6,,,,
22073,"Love Beat","LOVE BEAT",6,,,,
22074,"Summer Rain","SUMMER RAIN",6,,,,
22075,"Escalating","ESCALATING",6,,,,
22076,"Red, White And Blue","RED WHITE AND BLUE",6,,,,
22077,"Arrivederci","ARRIVEDERCI",6,,,,
22078,"Squeezer's Breezer","SQUEEZERS BREEZER",6,,,,
22079,"Among Friends","AMONG FRIENDS",6,,,,
22080,"Variations [on Polka Dot]","VARIATIONS ON POLKA DOT",6,,,,
22081,"My Nephew And I","MY NEPHEW AND I",6,,,,
22082,"Cuckoo Around The Clock","CUCKOO AROUND THE CLOCK",6,,,,
22083,"Polka Dot","POLKA DOT",6,,,,
22084,"Ours","OURS",6,,,,
22085,"When Your Old Wedding Ring Was New","WHEN YOUR OLD WEDDING RING WAS NEW",6,,,,
22086,"Delirium","DELIRIUM",6,,,,
22087,"Bula-Beige","BULA-BEIGE",6,,,,
22088,"Vonce #5","VONCE #5",6,,,,
22089,"Blue Lawson","BLUE LAWSON",6,,,,
22090,"Alicia","ALICIA",6,,,,
22091,"Dear Elaine","DEAR ELAINE",6,,,,
22092,"Father George","FATHER GEORGE",6,,,,
22093,"Meta-Waltz","META-WALTZ",6,,,,
22094,"Pithecanthropus Erectus","PITHECANTHROPUS ERECTUS",6,,,,
22095,"Love Chant","LOVE CHANT",6,,,,
22096,"Profile Of Jackie","PROFILE OF JACKIE",6,,,,
22097,"The Clown","CLOWN",6,,,,
22098,"Passions Of A Woman Loved","PASSIONS OF A WOMAN LOVED",6,,,,
22099,"Blue Cee","BLUE CEE",6,,,,
22100,"Tonight At Noon","TONIGHT AT NOON",6,,,,
22101,"Tensions","TENSIONS",6,,,,
22102,"My Jelly Roll Soul","MY JELLY ROLL SOUL",6,,,,
22103,"Cryin' Blues","CRYIN BLUES",6,,,,
22104,"Prayer For Passive Resistance","PRAYER FOR PASSIVE RESISTANCE",6,,,,
22105,"\Old\"" Blues For Walt's Torin""","OLD BLUES FOR WALTS TORIN",6,,,,
22106,"Passions Of A Man","PASSIONS OF A MAN",6,,,,
22107,"Invisible Lady","INVISIBLE LADY",6,,,,
22108,"Wham Bam Thank You Ma'am","WHAM BAM THANK YOU MAAM",6,,,,
22109,"Oh Lord, Don't Let Them Drop That Atomic Bomb On Me","OH LORD DONT LET THEM DROP THAT ATOMIC BOMB ON ME",6,,,,
22110,"untitled Charles original","UNTITLED CHARLES ORIGINAL",6,,,,
22111,"Blue Greens","BLUE GREENS",6,,,,
22112,"Nuts","NUTS",6,,,,
22113,"untitled original","UNTITLED ORIGINAL",6,,,,
22114,"Gone Again [see He's Gone Again]","GONE AGAIN SEE HES GONE AGAIN",6,,,,
22115,"Tweedle Dee Dee","TWEEDLE DEE DEE",6,"rec. by Red Garland 1957",,,
22116,"The P.C. Blues","PC BLUES",6,,,,
22117,"Hey Now","HEY NOW",6,,,,
22118,"Blue Red","BLUE RED",6,,,,
22119,"Constellation","CONSTELLATION",6,,,,
22120,"Will I Find My Love Today","WILL I FIND MY LOVE TODAY",6,,,,
22121,"Afro Black","AFRO BLACK",6,,,,
22122,"Blue Flute","BLUE FLUTE",6,,,,
22123,"I Wanna Blow, Blow, Blow","I WANNA BLOW BLOW BLOW",6,,,,
22124,"Blues A-Swingin'","BLUES A-SWINGIN",1,,,,
22125,"Dark Mood","DARK MOOD",6,,,,
22126,"Song For Thaddeus","SONG FOR THADDEUS",6,,,,
22127,"Coastin' With Bobby","COASTIN WITH BOBBY",6,,,,
22128,"Cruisin' The Bird","CRUISIN THE BIRD",6,,,,
22129,"This Is The Moment","THIS IS THE MOMENT",6,,,,
22130,"Studio B","STUDIO B",6,,,,
22131,"Boomerang","BOOMERANG",6,,,,
22132,"Sweet-Cakes","SWEET-CAKES",6,,,,
22133,"Missing You","MISSING YOU",6,,,,
22134,"The Head","HEAD",6,,,,
22135,"Top Shelf","TOP SHELF",6,,,,
22136,"Waverly Street","WAVERLY STREET",6,,,,
22137,"Blue Soul","BLUE SOUL",6,,,,
22138,"GG Train","GG TRAIN",6,,,,
22139,"Bearcat","BEARCAT",6,,,,
22140,"The Middle Of The Block","MIDDLE OF THE BLOCK",6,,,,
22141,"Out-House","OUT-HOUSE",6,,,,
22142,"You Better Leave It Alone","YOU BETTER LEAVE IT ALONE",6,,,,
22143,"Hip To It","HIP TO IT",6,,,,
22144,"Blue On Blue","BLUE ON BLUE",6,,,,
22145,"Smooth As The Wind","SMOOTH AS THE WIND",6,,,,
22146,"A Blue Time","BLUE TIME",6,,,,
22147,"Kinda Vague","KINDA VAGUE",6,,,,
22148,"Avars","AVARS",6,"1960 Blue Mitchell spells Avars
1961 Rocky Boyd spells Avers",,,
22149,"The Late Late Blues","LATE LATE BLUES",6,,,,
22150,"Bags & Trane","BAGS & TRANE",6,,,,
22151,"Blues Legacy","BLUES LEGACY",1,,,,
22152,"Sweet Sioux","SWEET SIOUX",6,,,,
22153,"Fifth House","FIFTH HOUSE",6,,,,
22154,"Harmonique","HARMONIQUE",6,,,,
22155,"Cherryco","CHERRYCO",6,,,,
22156,"The Invisible","INVISIBLE",6,,,,
22157,"Village Blues","VILLAGE BLUES",6,,,,
22158,"26-2","26-2",6,,,,
22159,"Liberia","LIBERIA",6,,,,
22160,"Mr. Syms","MR SYMS",6,,,,
22161,"Mr. Knight","MR KNIGHT",6,,,,
22162,"Exotica","EXOTICA",6,,,,
22163,"Blues To Elvin","BLUES TO ELVIN",1,,,,
22164,"Blues To Bechet","BLUES TO BECHET",1,,,,
22165,"Blues To You","BLUES TO YOU",1,,,,
22166,"Satellite","SATELLITE",6,,,,
22167,"Mediocre","MEDIOCRE",6,,,,
22168,"Elegy [aka Elogie]","ELEGY AKA ELOGIE",6,,,,
22169,"Buttercup","BUTTERCUP",6,,,,
22170,"Fantasy In Blue","FANTASY IN BLUE",6,,,,
22171,"Fantasy In D [see Ugetsu]","FANTASY IN D SEE UGETSU",6,,,,
22172,"Strictly Confidential","STRICTLY CONFIDENTIAL",6,,,,
22173,"Dusky 'n' Sandy [aka Dusk In Sandi]","DUSKY N SANDY AKA DUSK IN SANDI",6,,,,
22174,"The Fruit","FRUIT",6,,,,
22175,"Encore","ENCORE",6,,,,
22176,"Pete's Cafe","PETES CAFE",6,,,,
22177,"Little Pee Blues","LITTLE PEE BLUES",6,,,,
